text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label
Thank you @DallasPD!  https://t.co/ORJyN4FsNI,9498,6/17/2016 23:24,7.44E+17,2710,45,6,2016,17,1404,-1
Join me in Phoenix; Arizona tomorrow at 4pm! #Trump2016 #AmericaFirst  https://t.co/PVB6QX7VpK https://t.co/B51r30Mazd,12086,6/17/2016 21:14,7.44E+17,3761,118,6,2016,17,1274,-1
THANK YOU! #AmericaFirst https://t.co/qp07UfnnjM,13979,6/17/2016 17:07,7.44E+17,4509,48,6,2016,17,1027,-1
MAKE AMERICA GREAT AGAIN! MAKE AMERICA SAFE AGAIN!,38906,6/17/2016 11:24,7.44E+17,16205,50,6,2016,17,684,1
People very unhappy with Crooked Hillary and Obama on JOBS and SAFETY! Biggest trade deficit in many years! More attacks will follow Orlando,23136,6/17/2016 11:20,7.44E+17,7323,140,6,2016,17,680,1
Amazing crowd last night in Dallas - more spirit and passion than ever before. Today; all over the great State of Texas!,19600,6/17/2016 11:04,7.44E+17,4817,120,6,2016,17,664,1
"""@VoteTrumpMAGA: The media attack on @realDonaldTrump is relentless. They are desperate. But; they keep #Trump in the news - a good thing.",14612,6/17/2016 10:09,7.44E+17,4411,138,6,2016,17,609,1
Thank you Dallas; Texas!   https://t.co/ui9tSfMcS8 https://t.co/2iYArmM7oN,15121,6/17/2016 2:16,7.44E+17,4298,74,6,2016,17,136,-1
Houston; TX:  https://t.co/nvHRnfi2N7    Las Vegas; NV  https://t.co/ksU8AGrFBS    Phoenix; AZ:  https://t.co/PVB6QX7VpK https://t.co/2ToWwthEeF,9866,6/16/2016 20:38,7.44E+17,3532,144,6,2016,16,1238,-1
Join me in Houston; Texas tomorrow night at 7pm! Tickets: https://t.co/nvHRnfzEbH https://t.co/Yd3f8xLpPl,10237,6/16/2016 19:16,7.44E+17,3466,105,6,2016,16,1156,-1
"""Donald Trumps Speech Is a Game Changer."" https://t.co/VXjtSivvuU https://t.co/J777QHdYa3",13966,6/16/2016 16:59,7.43E+17,4802,89,6,2016,16,1019,-1
The trade deficit rose to a 7yr high thanks to horrible trade policies Clinton supports. I will fix it fast- JOBS! https://t.co/jaGeN4u50U,13232,6/16/2016 16:54,7.43E+17,5124,138,6,2016,16,1014,-1
McAllen; Texas- 8 miles from   U.S. - Mexico border. #Trump2016   Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3,9407,6/16/2016 16:50,7.43E+17,3644,120,6,2016,16,1010,-1
"""@realericjallen: @realDonaldTrump is a Common Sense Conservative! President Trump=Competence; Safety; Unity; &amp; US JOBS; JOBS; JOB.",15343,6/16/2016 2:36,7.43E+17,4844,135,6,2016,16,156,1
I will be interviewed on @greta at 7:00 P.M.  @FoxNews,9284,6/15/2016 22:49,7.43E+17,2059,54,6,2016,15,1369,1
Finally an accurate story from the Washington Post!  https://t.co/0nNKEBSd73,10947,6/15/2016 21:25,7.43E+17,3657,76,6,2016,15,1285,-1
Join me in Dallas; Texas on Thursday!  #AmericaFirst #Trump2016   https://t.co/fX0kXZUNqz https://t.co/c7sCbHDAQh,12741,6/15/2016 20:52,7.43E+17,4496,113,6,2016,15,1252,-1
Thank you Atlanta; Georgia! Will be back soon! #AmericaFirst https://t.co/cVJvfcoGOt,14517,6/15/2016 20:04,7.43E+17,3767,84,6,2016,15,1204,-1
I will be meeting with the NRA; who has endorsed me; about not allowing people on the terrorist watch list; or the no fly list; to buy guns.,47868,6/15/2016 13:50,7.43E+17,14210,140,6,2016,15,830,1
The press is so totally biased that we have no choice but to take our tough but fair and smart message directly to the people!,27668,6/15/2016 13:44,7.43E+17,8940,126,6,2016,15,824,1
"An: Media fell all over themselves criticizing what DonaldTrump ""may have insinuated about @POTUS."" But he's right: https://t.co/bIIdYtvZYw",14555,6/15/2016 13:38,7.43E+17,7978,139,6,2016,15,818,1
Thank you Greensboro; North Carolina! Will be back soon! #AmericaFirst https://t.co/R29WMGNLGG,18266,6/15/2016 2:40,7.43E+17,5015,94,6,2016,15,160,-1
TONIGHT! NORTH CAROLINA:  https://t.co/UolRS3aT6W    WEDNESDAY! GEORGIA:  https://t.co/1JJ2Kn0ani    SATURDAY! NEVADA:  https://t.co/x3w1PHtLXP,9764,6/14/2016 18:28,7.43E+17,3343,143,6,2016,14,1108,-1
HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC,36069,6/14/2016 18:09,7.43E+17,10381,71,6,2016,14,1089,-1
AMERICA FIRST!,48691,6/14/2016 12:28,7.43E+17,21193,14,6,2016,14,748,1
American must now get very tough; very smart and very vigilant. We cannot admit people into our country without extraordinary screening.,43839,6/14/2016 12:26,7.43E+17,15068,136,6,2016,14,746,1
Join me in Atlanta on Wednesday- at noon! #Trump2016  Tickets: https://t.co/1JJ2Kn0ani https://t.co/cyARlHSEFU,12617,6/14/2016 0:20,7.43E+17,4203,110,6,2016,14,20,-1
Crooked Hillary says we must call on Saudi Arabia and other countries to stop funding hate. I am calling on- cont'd: https://t.co/T1fVcu3mEC,15849,6/13/2016 21:35,7.42E+17,6232,140,6,2016,13,1295,-1
Saudi Arabia and many of the countries that gave vast amounts of money to the Clinton Foundation- cont'd: https://t.co/t31ReRSzzy,15268,6/13/2016 21:32,7.42E+17,7089,129,6,2016,13,1292,-1
I thought people weren? celebrating? They were cheering all over; even this savage from Orlando. I was right. https://t.co/DrVa65X9rI,20572,6/13/2016 21:12,7.42E+17,9817,133,6,2016,13,1272,-1
In my speech on protecting America I spoke about a temporary ban; which includes suspending immigration from nations tied to Islamic terror.,39248,6/13/2016 21:10,7.42E+17,13265,140,6,2016,13,1270,-1
Based on the incredibly inaccurate coverage and reporting of the record setting Trump campaign; we are hereby:  https://t.co/THKJwjNkaz,13510,6/13/2016 20:38,7.42E+17,4576,135,6,2016,13,1238,-1
I am no fan of President Obama; but to show you how dishonest the phony Washington Post is: https://t.co/cITm8BPixD,11983,6/13/2016 20:35,7.42E+17,4101,115,6,2016,13,1235,-1
Sad case- @USATODAY did article saying I don't pay bills- false; only don't pay when work is shoddy; bad; or not done! They should do same!,17689,6/11/2016 18:21,7.42E+17,5285,139,6,2016,11,1101,-1
In Tampa; Florida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7,20613,6/11/2016 14:58,7.42E+17,5326,125,6,2016,11,898,-1
Don King; and so many other African Americans who know me well and endorsed me; would not have done so if they thought I was a racist!,28922,6/11/2016 12:00,7.42E+17,9807,134,6,2016,11,720,1
Mitt Romney had his chance to beat a failed president but he choked like a dog. Now he calls me racist-but I am least racist person there is,34169,6/11/2016 11:18,7.42E+17,10962,140,6,2016,11,678,1
Thank you Richmond; Virginia!   #Trump2016 https://t.co/SxU4yzCLQf,14536,6/11/2016 4:30,7.41E+17,4317,66,6,2016,11,270,-1
Thank you @FaithandFreedom Coalition! An honor joining you today- to discuss our shared values.  #RTM2016 #Trump2016 https://t.co/Ye6IhOW6ZM,14942,6/10/2016 21:24,7.41E+17,4324,140,6,2016,10,1284,-1
Heading to Richmond; Virginia now. Join me tonight! #Trump2016  Tickets: https://t.co/I2CJSqiKGN,9142,6/10/2016 20:39,7.41E+17,2432,96,6,2016,10,1239,-1
#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG,22262,6/10/2016 19:27,7.41E+17,11266,56,6,2016,10,1167,-1
2004 VIDEO:  Pocahontas describing Crooked Hillary Clinton as a Corporate Donor Puppet. Time for change! #Trump2016   https://t.co/rZ1MqUzpKU,19271,6/10/2016 16:12,7.41E+17,9940,141,6,2016,10,972,-1
Heading to D.C. to speak at Faith and Freedom Coalition and visit OPO.,11188,6/10/2016 15:55,7.41E+17,2601,70,6,2016,10,955,1
The great boxing promoter; Don King; just endorsed me. Nice!,19520,6/10/2016 15:10,7.41E+17,5347,60,6,2016,10,910,1
Join me!   6/10: Richmond; VA - 8pm  6/11: Tampa; FL - 11am  6/11: Pittsburgh; PA - 3pm  6/13: Portsmouth; NH - 2:30pm  https://t.co/kv624y9UOm,8969,6/10/2016 13:13,7.41E+17,3198,143,6,2016,10,793,-1
"""@Ausbiz:  RECORD 14 million primary votes/beat 16 opponents/financed own campaign. You will be a great POTUS &amp; #MakeAmericaGreatAgain""",11463,6/10/2016 12:23,7.41E+17,3459,139,6,2016,10,743,1
"""@FoxNews: .@JamesRosenFNC: ""Never before has a president endorsed someone under investigation by @TheJusticeDept."" https://t.co/fX5bs8fzac",28982,6/10/2016 12:20,7.41E+17,14158,139,6,2016,10,740,1
Pocahontas is at it again! Goofy Elizabeth Warren; one of the least productive U.S. Senators; has a nasty mouth. Hope she is V.P. choice.,29787,6/10/2016 12:07,7.41E+17,9678,137,6,2016,10,727,1
"""@FreemarketSara: Trump's Historic 13 Million Primary Votes - A Record ... Congratulations @realDonaldTrump https://t.co/zdOEle8wOL""",19971,6/10/2016 2:31,7.41E+17,7295,132,6,2016,10,151,1
Join me! #Trump2016    6/10: Richmond  https://t.co/I2CJSqAlyl    6/11: Tampa  https://t.co/6jk33orxXG    6/11: Pittsburgh  https://t.co/bwgL1ZXtC7,9019,6/10/2016 2:29,7.41E+17,3374,147,6,2016,10,149,-1
How long did it take your staff of 823 people to think that up--and where are your 33;000 emails that you deleted? https://t.co/gECLNtQizQ,291476,6/9/2016 20:40,7.41E+17,169526,138,6,2016,9,1240,-1
A message of condolences and support regarding the terrorist attacks in Tel Aviv:   https://t.co/iulXLEANei,15638,6/9/2016 19:26,7.41E+17,5023,107,6,2016,9,1166,-1
Crooked Hillary Clinton will be a disaster on jobs; the economy; trade; healthcare; the military; guns and just about all else. Obama plus!,34406,6/9/2016 12:29,7.41E+17,12307,139,6,2016,9,749,1
As expected; the media is very much against me. Their dishonesty is amazing but; just like our big wins in the primaries; we will win!,33628,6/9/2016 12:11,7.41E+17,9665,134,6,2016,9,731,1
"""@KathyCeurter: @realDonaldTrump please Mr.Trump make @SenatorJeffSessions your VP. He is a perfect running mate.""  He is a great guy!",10505,6/9/2016 1:49,7.41E+17,3087,134,6,2016,9,109,1
Bernie Sanders must really dislike Crooked Hillary after the way she played him. Many of his supporters; because of trade; will come to me.,24859,6/9/2016 1:46,7.41E+17,7497,139,6,2016,9,106,1
"""@mabynshingleton: JohnKasich; the VOTERS have spoken.We want @realDonaldTrump. You AGREED to support NOMINEE. Get on board or leave @GOP""",13135,6/9/2016 1:00,7.41E+17,4120,138,6,2016,9,60,1
"""@Dale_Dangler: @realDonaldTrump You will be the greatest president the world has ever seen""  Thanks.",11363,6/9/2016 0:56,7.41E+17,2986,101,6,2016,9,56,1
I would have had many millions of votes more than Crooked Hillary Clinton except for the fact that I had 16 opponents; she had one!,21847,6/9/2016 0:54,7.41E+17,5974,131,6,2016,9,54,1
"""@nauthizjane: @realDonaldTrump Congratulations Mr. Trump.""  Thank you!",8253,6/9/2016 0:49,7.41E+17,1755,71,6,2016,9,49,1
"""@setfire2flames: Senator Sanders spent more than @realDonaldTrump yet lost.""",7688,6/9/2016 0:49,7.41E+17,2037,77,6,2016,9,49,1
MAKE AMERICA GREAT AGAIN!  #AmericaFirst #Trump2016   https://t.co/42OpVsjXjp,18940,6/8/2016 20:27,7.41E+17,7750,77,6,2016,8,1227,-1
"""@lovusa4: @RichardWeaving Why @foxandfriends @NewDay WHERE IS THE REPORTING @realDonaldTrump &lt;MOST VOTES FOR PRESIDENT IN HISTORY OF USA""",10992,6/8/2016 12:44,7.41E+17,3923,141,6,2016,8,764,1
"""@mariadaq:  HISTORIC!! what's historic is OUR national debt; record unemployment; &amp;pocketbook crisis!THE PEOPLE NEED TRUMP2 make USA RICH!""",13285,6/8/2016 12:14,7.41E+17,4654,144,6,2016,8,734,1
"""@sara_wejesa: @realDonaldTrump Great speach!!!!!!!""  Thanks!",7287,6/8/2016 12:13,7.41E+17,1608,61,6,2016,8,733,1
"""@jimhewitt: . @FrankCaliendo doing @realDonaldTrump on @MikeAndMike is awesome. ""Number one presidency of all time""",7162,6/8/2016 12:11,7.41E+17,1713,116,6,2016,8,731,1
"""@JoeDeFranco: Top RINO hack for MSNBC Joey Scarborough on the air and calling the next President Trump a racist and bigot. Shame on you""",9457,6/8/2016 12:10,7.41E+17,2793,137,6,2016,8,730,1
Nobody is watching @Morning_Joe anymore. Gone off the deep end - bad ratings. You won't believe what I am watching now!,10683,6/8/2016 12:08,7.41E+17,3218,119,6,2016,8,728,1
"""@southpaw816: @SenSanders fans; greatest way to get even with her Highness - vote for @realDonaldTrump; at least you'll have a job.",10389,6/8/2016 12:00,7.41E+17,3429,132,6,2016,8,720,1
Thank you to all for your wonderful comments on my speech. I could feel the electricity in thr air. Great reviews - most votes ever recieved,19317,6/8/2016 11:52,7.41E+17,5021,140,6,2016,8,712,1
"""@WolfStopper: Gee ... Does this make @realDonaldTrump right one more time? https://t.co/zjWKGMDgzi""",7546,6/8/2016 11:45,7.41E+17,3026,100,6,2016,8,705,1
"""@DjD_Thunder: Standing by @realDonaldTrump all the way to the White House! https://t.co/z4X1o5xHBh""",14200,6/8/2016 11:43,7.41E+17,4529,100,6,2016,8,703,1
Thank you California! #Trump2016   https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5,12506,6/8/2016 3:59,7.40E+17,3997,82,6,2016,8,239,-1
Thank you New Mexico! #Trump2016  https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx,10065,6/8/2016 3:39,7.40E+17,3035,81,6,2016,8,219,-1
Thank you South Dakota! #Trump2016   https://t.co/GbRTQdxIj4 https://t.co/pNqwOrY0ZB,10571,6/8/2016 3:32,7.40E+17,3115,84,6,2016,8,212,-1
Thank you New Jersey! #Trump2016  https://t.co/PgIYkHLGtI https://t.co/MyJMOKdpJ9,11936,6/8/2016 3:21,7.40E+17,3692,81,6,2016,8,201,-1
Thank you Montana! #Trump2016  https://t.co/rOvTapLnWG https://t.co/PyHiy7vjO6,10688,6/8/2016 3:12,7.40E+17,3159,78,6,2016,8,192,-1
I will be speaking about our great journey to the Republican nomination at 9:00 P.M. The movement toward a country that WINS again continues,17235,6/8/2016 0:41,7.40E+17,4541,140,6,2016,8,41,1
I will be interviewed tonight on @seanhannity - Enjoy!  10:00 P.M.,9392,6/7/2016 23:52,7.40E+17,2622,66,6,2016,7,1432,1
Thank you! Together we will #MakeAmericaGreatAgain! https://t.co/7Jk6voyzue,14226,6/7/2016 22:45,7.40E+17,5248,75,6,2016,7,1365,-1
In just out book; Secret Service Agent Gary Byrne doesn't believe that Crooked Hillary has the temperament or integrity to be the president!,22225,6/7/2016 2:21,7.40E+17,8110,140,6,2016,7,141,1
A former Secret Service Agent for President Clinton excoriates Crooked Hillary describing her as ERRATIC &amp; VIOLENT. Bad temperament for pres,22736,6/7/2016 1:51,7.40E+17,8940,144,6,2016,7,111,1
Remembering the fallen heroes on #DDay - June 6; 1944. https://t.co/od7vsDMlHY,37205,6/6/2016 14:29,7.40E+17,15322,78,6,2016,6,869,-1
I am getting bad marks from certain pundits because I have a small campaign staff. But small is good; flexible; save money and number one!,20527,6/6/2016 13:51,7.40E+17,5231,138,6,2016,6,831,-1
A massive blow to Obama's message - only 38;000 new jobs for month in just issued jobs report. That's REALLY bad!,13184,6/6/2016 13:42,7.40E+17,4671,113,6,2016,6,822,1
Crooked Hillary is being badly criticized (for a Wall Street paid for ad) by PolitiFact for a false ad on me on women. She is a total fraud!,14604,6/6/2016 13:23,7.40E+17,4849,140,6,2016,6,803,1
Crooked Hillary Clinton has not held a news conference in more than 7 months. Her record is so bad she is unable to answer tough questions!,21344,6/6/2016 13:15,7.40E+17,7396,139,6,2016,6,795,1
Just like I have been able to spend far less money than  others on the campaign and finish #1; so too should our country. We can be great!,17613,6/6/2016 12:56,7.40E+17,5444,138,6,2016,6,776,1
People like @KatyTurNBC report on my campaign; but have zero access. They say what they want without any knowledge.True of so much of media!,12278,6/6/2016 11:23,7.40E+17,3900,140,6,2016,6,683,1
Hillary Clinton is unfit to be president. She has bad judgement; poor leadership skills and a very bad and destructive track record. Change!,29804,6/5/2016 22:15,7.40E+17,11287,140,6,2016,5,1335,1
I am watching @CNN very little lately because they are so biased against me. Shows are predictable garbage! CNN and MSM is one big lie!,21232,6/5/2016 21:56,7.40E+17,6678,135,6,2016,5,1316,1
The Clinton News Network; sometimes referred to as @CNN; is getting more and more biased.They act so indignant-hear them behind closed doors,22359,6/5/2016 21:36,7.40E+17,8553,140,6,2016,5,1296,1
"""@sareed59:  Our ineffective #POTUS has to make a speech in #Elkhart to make everything look great. Mr. Trump #MakeAmericaGreatAgain""",10363,6/4/2016 23:49,7.39E+17,3138,133,6,2016,4,1429,1
Thank you Attorney General Gonzales; so many people feel this way.   https://t.co/fMR8YYiiMz,13909,6/4/2016 21:24,7.39E+17,6197,92,6,2016,4,1284,-1
We just had the worst jobs report since 2010.,15175,6/4/2016 13:14,7.39E+17,5659,45,6,2016,4,794,1
The Mayor of San Jose did a terrible job of ordering the  protection of innocent people. The thugs were lucky supporters remained peaceful!,22453,6/4/2016 13:11,7.39E+17,7792,139,6,2016,4,791,1
Many of the thugs that attacked the peaceful Trump supporters in San Jose were illegals. They burned the American flag and laughed at police,29019,6/4/2016 13:04,7.39E+17,12951,140,6,2016,4,784,1
"""@Don_Vito_08: Thank You Mr. Trump for Standing up for Our Country! #VoteTrump2016 JOIN ME ON THE #TrumpTrain<ed><U+00A0><U+00BD><ed><U+00BA><U+0082> https://t.co/zgopGvSEen""",14440,6/4/2016 12:49,7.39E+17,4417,174,6,2016,4,769,1
"""@rapidcraft: Here? The HILLARY UNIVERSITY Scandal No One In The Media Is Talking About https://t.co/suHERIUHo4 @realDonaldTrump""",10646,6/4/2016 12:47,7.39E+17,6326,129,6,2016,4,767,1
